관광안내소명,안내소위치명,시도명,시군구명,안내소소개,부가서비스정보,휴무일,운영시작시각(하절기),운영종료시각(하절기),운영시작시각(동절기),운영종료시각(동절기),평균근무인원수,영어안내가능여부,일본어안내가능여부,중국어안내가능여부,안내가능외국어,안내소전화번호,소재지도로명주소,소재지지번주소,운영기관명,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
내장산국립공원 백암사무소,백양사 입구,전라남도,장성군,"백암산 산행안내, 숲 해설사 신청 등",,연중무휴,09:00,18:00,09:00,18:00,10,Y,N,N,,061-392-7288,,전라남도 장성군 북하면 약수리 148-2,내장산국립공원 백암사무소,http://www.jangseong.go.kr/home/tour,35.430963,126.879302,2020-12-18,4980000,전라남도 장성군
여수관광통역안내소(외국어),여수관광통역안내소(외국어),전라남도,여수시,여수관광 정보 제공,,연중무휴,10:00,17:00,10:00,17:00,2,Y,Y,Y,,061-664-8978,전라남도 여수시 오동도로 88 (수정동),전라남도 여수시 수정동315,한국여행업협회,http://www.yeosu.go.kr/tour,34.742474,127.7512677,2020-10-30,4810000,전라남도 여수시
오동도 관광안내소(입구),오동도 관광안내소,전라남도,여수시,여수관광 정보 제공,,연중무휴,10:00,17:00,10:00,17:00,2,N,N,N,,061-659-5708,전라남도 여수시 오동도로 222 (수정동),전라남도 여수시 수정동 1-2,전라남도 여수시청,http://www.yeosu.go.kr/tour,34.744343,127.7641302,2020-10-30,4810000,전라남도 여수시
향일암 관광안내소,향일암 진입로 입구,전라남도,여수시,여수관광 정보 제공,,연중무휴,10:00,17:00,10:00,17:00,2,N,N,N,,061-641-2111,전라남도 여수시 돌산읍 향일암로 68,전라남도 여수시 돌산읍 율림리 9-2,전라남도 여수시청,http://www.yeosu.go.kr/tour,34.594128,127.803855,2020-10-30,4810000,전라남도 여수시
이순신광장 관광안내소,이순신광장 내,전라남도,여수시,여수관광 정보 제공,,연중무휴,10:00,21:00,10:00,21:00,2,N,N,N,,061-661-1746,전라남도 여수시 중앙로 74(중앙동),전라남도 여수시 중앙동 732,전라남도 여수시청,http://www.yeosu.go.kr/tour,34.73986317,127.7357162,2020-10-30,4810000,전라남도 여수시
금오도 여천항 관광안내소,금오도 여천항 내,전라남도,여수시,여수관광 정보 제공,,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,,000-000-0000,전라남도 여수시 남면 여천금이길 11-9,전라남도 여수시 남면 유송리 415-19,전라남도 여수시청,http://www.yeosu.go.kr/tour,34.55021521,127.752696,2020-10-30,4810000,전라남도 여수시
선소관광안내소,선소유적지 내,전라남도,여수시,여수관광 정보 제공,,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,,061-691-1238,,전라남도 여수시 시전동 686-2,전라남도 여수시청,http://www.yeosu.go.kr/tour,34.756171,127.662981,2020-10-30,4810000,전라남도 여수시
백야항관광안내소,백야항 입구,전라남도,여수시,여수관광 정보 제공,,성수기운영,10:00,17:00,10:00,17:00,1,N,N,N,,000-000-0000,,전라남도 여수시 백야리 96-2,전라남도 여수시청,http://www.yeosu.go.kr/tour,34.619165,127.639501,2020-10-30,4810000,전라남도 여수시
종합관광안내센터,남원관광지(양림단지) 내,전라북도,남원시,남원시 전반적인 종합관광안내,,명절당일하루,09:00,18:00,09:00,17:30,2, , , ,,063-620-6175,전라북도 남원시 양림길 17,전라북도 남원시 어현동 37-21,전라북도 남원시청,,35.4028686,127.3872386,2020-10-28,4700000,전라북도 남원시
국악의성지안내소,남원시 운봉읍,전라북도,남원시,동편제의 본향 남원 국악의 성지 안내,,명절당일하루,10:00,17:00,10:00,17:00,1, , , ,,063-620-1330,전라북도 남원시 운봉읍 비전길 69,전라북도 남원시 운봉읍 가산리 244,전라북도 남원시청,,35.4599971966,127.5691010571,2020-10-28,4700000,전라북도 남원시
실상사안내소,남원시 산내면,전라북도,남원시,천년고찰 실상사 안내,,명절당일하루,10:00,17:00,10:00,17:00,1, , , ,,063-625-1326,전라북도 남원시 산내면 입석길 94-129,전라북도 남원시 산내면 입석리 50-1,전라북도 남원시청,,35.4159540198,127.6352422665,2020-10-28,4700000,전라북도 남원시
남원역안내소,남원시 신정동,전라북도,남원시,남원의 첫 발디디는 곳에서 남원을 소개함,,명절당일하루,09:00,18:00,09:00,18:00,1, , , ,,063-635-1330,전라북도 남원시 교룡로 71,전라북도 남원시 신정동 521-1,전라북도 남원시청,,35.4112315283,127.3613900956,2020-10-28,4700000,전라북도 남원시
광한루원안내소,남원시 요천로,전라북도,남원시,남원의 대표적 관광지 광한루원 소개,,명절당일하루,10:00,18:00,10:00,17:00,3, , , ,,063-620-6752,전라북도 남원시 요천로 1447,전라북도 남원시 천거동 187-1,KATA,,35.4041305727,127.3805039746,2020-10-28,4700000,전라북도 남원시
만인의총안내소,남원시 향교동,전라북도,남원시,정유재란시 목숨바쳐 나라를 구한 만인의 의로운 전사가 담긴 곳,,연중무휴,10:00,17:00,10:00,17:00,1, , , ,,063-620-6164,전라북도 남원시 만인로 3,전라북도 남원시 향교동 636,전라북도 남원시청,,35.420475,127.377323,2020-10-28,4700000,전라북도 남원시
춘향테마파크안내소,남원관광지(양림단지) 내,전라북도,남원시,춘향전을 테마로 조성한 관광지,,명절당일하루,10:00,17:00,10:00,17:00,2, , , ,,063-620-6180,전라북도 남원시 양림길 12,전라북도 남원시 어현동 37-19,KATA,,35.4024809544,127.386134,2020-10-28,4700000,전라북도 남원시
혼불문학관안내소,남원시 사매면,전라북도,남원시,대하소설 혼불의 배경지인 사매면에 위치,,명절당일하루,10:00,17:00,10:00,17:00,1, , , ,,063-620-6788,전라북도 남원시 사매면 노봉안길 52,전라북도 남원시 사매면 서도리 522,KATA,,35.4810955381,127.3199918908,2020-10-28,4700000,전라북도 남원시
공산성 관광안내소,공산성 주차장,충청남도,공주시,유네스코 세계유산 공산성 등 공주시 관광안내,홍보물배부+핸드폰충전+락카룸,설날/ 추석,09:00,18:00,09:00,18:00,2,Y,Y,N,,041-856-7700,충청남도 공주시 웅진로 280(금성동),충청남도 공주시 금성동 65-3,공주시,http://tour.gongju.go.kr/html/kr/,36.4652153294,127.123603,2020-10-29,4500000,충청남도 공주시
용현관광안내소,용현계곡,충청남도,서산시,종합안내소,문화관광해설 신청 가능,없음,10:00,17:00,10:00,17:00,1, , , ,,041-662-2113,충청남도 서산시 운산면 마애삼존불길 192-1,,충청남도 서산시청,,36.763233,126.602054,2020-12-15,4530000,충청남도 서산시
팔봉산관광안내소,팔봉산 양길리 주차창,충청남도,서산시,종합안내소,문화관광해설 신청 가능,없음,10:00,17:00,10:00,17:00,1, , , ,,041-662-2004,충청남도 서산시 팔봉면 팔봉산로 100,,충청남도 서산시청,,36.817617,126.366205,2020-12-15,4530000,충청남도 서산시
삼길포관광안내소,삼길포항,충청남도,서산시,종합안내소,문화관광해설 신청 가능,없음,10:00,17:00,10:00,17:00,1, , , ,,041-662-0819,충청남도 서산시 대산읍 삼길포1로 71,,충청남도 서산시청,,37.004002,126.451626,2020-12-15,4530000,충청남도 서산시
불광 둘레길 관광안내소,북한산생태공원 입구,서울특별시,은평구,"북한산 둘레길 은평구(7~10구간) 안내소, 주말 운영종료시각 16:00",교통편 및 인근 상가 안내,"설날, 추석",08:00,11:00,08:00,11:00,2,N,N,N,,02-351-6523,,"서울특별시 은평구 불광동 산42-5, 북한산생태공원 입구 인근",서울특별시 은평구청,,37.610723,126.939272,2020-11-01,3110000,서울특별시 은평구
구파발 둘레길 관광안내소,구파발역 2번출구 인근,서울특별시,은평구,"북한산 둘레길 은평구(7~10구간) 안내소, 주말 운영종료시각 16:00",교통편 및 인근 상가 안내,"설날, 추석",08:00,11:00,08:00,11:00,2,N,N,N,,02-351-6523,"서울특별시 은평구 진관2로, 구파발역 2번 출구 인근","서울특별시 은평구 진관동 222-36, 구파발역 2번 출구 인근",서울특별시 은평구청,,37.636348,126.919196,2020-11-01,3110000,서울특별시 은평구
북한산성 둘레길 관광안내소,북한산성입구 버스정류장 인근,서울특별시,은평구,"북한산 둘레길 은평구(7~10구간) 안내소, 주말 운영종료시각 16:00",교통편 및 인근 상가 안내,"설날, 추석",08:00,11:00,08:00,11:00,2,N,N,N,,02-351-6523,,"서울특별시 은평구 진관동 288, 북한산성입구 버스 정류장 인근",서울특별시 은평구청,,,126.945533,2020-11-01,3110000,서울특별시 은평구
가평역관광안내소,가평역광장,경기도,가평군,가평군관광안내,핸드폰충전,연중무휴,09:00,17:00,09:00,17:00,2,Y,N,N,N,031-582-8830,경기도 가평군 가평읍 문화로 13-42,경기도 가평군 가평읍 달전리 567,경기도 가평군청,www.gptour.go.kr,37.8142501843,127.5110170516,2020-12-10,4160000,경기도 가평군
청평역관광안내소,청평역광장,경기도,가평군,가평군관광안내,핸드폰충전,연중무휴,10:00,17:00,10:00,17:00,1,Y,N,N,N,031-584-8809,경기도 가평군 청평면 청평역로 97-33,경기도 가평군 청평면 청평리 174번지,경기도 가평군청,www.gptour.go.kr,37.7355360346,127.4266492929,2020-12-10,4160000,경기도 가평군
운악산관광안내소,운악산매표소입구,경기도,가평군,가평군관광안내,,평일,10:00,17:00,10:00,17:00,1,Y,N,N,N,070-7719-7763,,경기도 가평군 조종면 운악리 산200,경기도 가평군청,www.gptour.go.kr,37.8653351,127.3457731,2020-12-10,4160000,경기도 가평군
호명호수관광안내소,호명호수정상,경기도,가평군,가평군관광안내,핸드폰충전,동절기,10:00,16:00,10:00,16:00,1,Y,N,N,N,031-580-2062,경기도 가평군 청평면 상지로 370,경기도 가평군 청평면 상천리 산396-6번지,경기도 가평군청,www.gptour.go.kr,37.7556715,127.478543,2020-12-10,4160000,경기도 가평군
당암리관광안내소,당암리관광안내소,충청남도,태안군,태안군 유일의 관광안내소,해설사 관광안내+관광안내홍보물 비치+PC 사용 가능,"명절(추석,설)",10:00,18:00,10:00,17:00,1,N,N,N,N,041-675-2543,충청남도 태안군 남면 천수만로 467,충청남도 태안군 남면 당암리 980,태안군,무,36.6251112,126.3593718,2020-12-01,4620000,충청남도 태안군
영동군 관광안내소,영동역,충청북도,영동군,"영동군 관광지 소개, 교통편 등 정보 제공 및 관광지 안내 등",핸드폰 충전,연중무휴,09:00,18:00,09:00,18:00,2,N,N,N,N,043-745-7741,충청북도 영동군 영동읍 계산로 87,충청북도 영동군 영동읍 계산리 205-1,충청북도 영동군청,,36.1721811601,127.7863127,2020-12-17,4440000,충청북도 영동군
구례군 관광안내소,전라남도 구례군 산동면 지리산온천로 230,전라남도,구례군,"구례군 대표 관광안내소로서, 해설사가 상주하며 겨울에는 버스터미널로 대체함",,별도 공지,10:00,17:00,10:00,17:00,1,N,Y,Y,"영어, 중국어, 일본어",061-780-2441,전라남도 구례군 산동면 지리산온천로 230,전라남도 구례군 산동면 탑정리 394,구례군청 문화관광과,http://www.gurye.go.kr/tour,35.3157211874,127.454089152,2020-12-07,4870000,전라남도 구례군
구례공영버스터미널 관광안내소,전라남도 구례군 구례읍 중앙로 8,전라남도,구례군,구례공영버스터미널에 위치한 관광안내소로서 타지역에서 오는 관광객들에게 관광정보를 제공함,,별도 공지,10:00,17:00,10:00,17:00,1,N,Y,Y,"영어, 중국어, 일본어",061-780-2450,전라남도 구례군 구례읍 중앙로 8,전라남도 구례군 구례읍 봉남리 1,구례군청 문화관광과,http://www.gurye.go.kr/tour,35.2067741378,127.4686092573,2020-12-07,4870000,전라남도 구례군
화엄사 관광안내소,전라남도 구례군 마산면 화엄사로 12,전라남도,구례군,화엄사 입구에 위치한 관광안내소,,별도 공지,10:00,17:00,10:00,17:00,1,N,Y,Y,"영어, 중국어, 일본어",061-783-2030,전라남도 구례군 마산면 화엄사로 12,전라남도 구례군 마산면 황전리 12,구례군청 문화관광과,http://www.gurye.go.kr/tour,35.2113407741,127.4813413788,2020-12-07,4870000,전라남도 구례군
구례구역 관광안내소,전라남도 순천시 황전면 섬진강로 217,전라남도,구례군,"2019년에 개소한 관광안내소로, 구례구역 내부에 있음",,별도 공지,10:00,17:00,10:00,17:00,1,N,Y,Y,"영어, 중국어, 일본어",061-782-1941,전라남도 순천시 황전면 섬진강로 217,전라남도 순천시 황전면 선변리 850-2,구례군청 문화관광과,http://www.gurye.go.kr/tour,35.1633106500,127.4531530444,2020-12-07,4870000,전라남도 구례군
사성암 관광안내소,전라남도 구례군 문척면 사성암길 303,전라남도,구례군,사성암에 위치한 관광안내소,,별도 공지,10:00,17:00,10:00,17:00,1,N,Y,Y,"영어, 중국어, 일본어",000-000-0000,전라남도 구례군 문척면 사성암길 303,전라남도 구례군 문척면 죽마리 산7-1,구례군청 문화관광과,http://www.gurye.go.kr/tour,35.1801282768,127.4806054152,2020-12-07,4870000,전라남도 구례군
지리산역사문화관,구례군 마산면 화엄사로 377-36,전라남도,구례군,지리산역사문화관 내부에 있는 관광안내소,,별도 공지,10:00,17:00,10:00,17:00,1,N,Y,Y,"영어, 중국어, 일본어",061-780-8040,전라남도 구례군 마산면 화엄사로 377-36,전라남도 구례군 마산면 황전리 610,구례군청 문화관광과,http://www.gurye.go.kr/tour,35.2440852426,127.4837598741,2020-12-07,4870000,전라남도 구례군
양평역 종합관광안내소,양평역 맞이방 옆,경기도,양평군,"양평역내 위치, 대중교통 이용자에 대한 관광정보제공 및 전화상담",소규모 체험운영,연중무휴,09:00,18:00,09:00,18:00,,Y,Y,N,,031-770-1001,경기도 양평군 양평읍 역전길 30,경기도 양평군 양평읍 양근리 130-37,양평관광협동조합,tour.yp21.net,37.492730,127.4913677863,2020-12-21,4170000,경기도 양평군
용문산 종합관광안내소,용문산 관광지,경기도,양평군,양평군 종합관광안내 및 용문산관광지 안내,소규모 체험운영,연중무휴,09:00,18:00,09:00,18:00,,N,N,N,,031-773-0088,경기도 양평군 용문면 용문산로 641,경기도 양평군 용문면 신점리 525-2,와이피커뮤니케이션,,37.545259,127.583043,2020-12-21,4170000,경기도 양평군
청풍 종합관광안내소,문화재단지,충청북도,제천시,제천시 관광전반 및 청풍 문화재단지 해설 안내,,"설날, 추석",09:00,18:00,10:00,17:00,4,Y,N,N,,043-641-6734,충청북도 제천시 청풍면 청풍호로2048,충청북도 제천시 청풍면 물태리 산 6-20,충청북도  제천시청,http://tour.jecheon.go.kr,37.00404878,128.1733822,2020-12-21,4400000,충청북도 제천시
제천역 관광안내소,제천역 광장,충청북도,제천시,제천시 관광전반 및 시티투어 안내,,"설날, 추석",09:00,18:00,10:00,17:00,2,Y,N,Y,,043-648-7102,충청북도 제천시 의림대로1길 3(화산동),충청북도 제천시 영천동 1381-1,충청북도  제천시청,http://tour.jecheon.go.kr,37.12845259,128.2041118,2020-12-21,4400000,충청북도 제천시
의림지 관광안내소,의림지 파크랜드 인근,충청북도,제천시,제천시 관광전반 및 의림지 일원에 대한 해설 안내,,"설날, 추석",09:00,18:00,10:00,17:00,2,N,Y,N,,043-651-7101,충청북도 제천시 의림지로 33(모산동),충청북도 제천시 모산동 238-16,충청북도  제천시청,http://tour.jecheon.go.kr,37.174107,128.208077,2020-12-21,4400000,충청북도 제천시
박달재 관광안내소,박달재 정상,충청북도,제천시,제천시 관광전반 및 박달재 일원에 대한 해설 안내,,"설날, 추석",09:00,18:00,10:00,17:00,2,N,Y,N,,043-642-9398,충청북도 제천시 백운면 박달로231,충청북도 제천시 백운면 평동리 705,충청북도  제천시청,http://tour.jecheon.go.kr,37.14503962,128.056201,2020-12-21,4400000,충청북도 제천시
